Column 1	Column 2 1	Column 2 2	Column 2 3	Column 2 4
74	by Harry G. Johnson			
74	by Isabel Quigly			
74	by Fleur Adcock			
74	by Karl-Heinz Janssen			
74	by Mary M. Lago			
74	by Francois Bondy			
74	by Douglas Dunn			
74	by Stephen Toulmin			
74	by Peter Reading			
74	by John Naughton			
74	by Roger Williams			
74	by John Taylor			
74	by Donald H. Simpson			
74	by Mary Sullivan			
74	by Jenny Joseph			
74	by Karel van het Reve			
74	by D.J. Enright			
74	by Philip Larkin			
74	by Roy Fuller			
74	by Erich Heller			
74	by Frank Ormsby			
74	R.			
74	by Henry Gifford			
74	by Charles Causley			
74	by Klaus Mehnert			
74	by M. van Creveld			
74	by Sidney Hook			
74	by Alastair Reid			
74	by Allan Rodway			
74	by R.W. Burchfield			
74	by John Bowle			
74	by Clive Jordan			
74	by Douglas Dunn			
74	by Peter Porter			
74	by David Markish			
74	by Helmut Schelsky			
74	by Laurence Lerner			
74	Mark Abrams			
74	Humphrey Taylor			
74	R.H.S. Crossman			
74	by C.A.R. Crosland			
74	by Hans Habe			
74	by V.S. Pritchett			
74	by P.T. Bauer			
74	by Michael Longley			
74	by Alan Ross			
74	by J.P. Ward			
74	by Alan Brownjohn			
74	R.			
74	by Gavin Ewart			
74	by Peter Schmid			
74	by George Martelli			
74	by Gordon Lee			
74	by Geoffrey Strickland			
74	by Laurence Lerner			
74	by Chaim Raphael			
74	by Tao Tao Sanders			
74	by Robert Moss			
74	by Tadeusz Rozewicz			
74	by Joel Carmichael			
74	by Elizabeth Jennings			
74	by Sidney Hook			
74	by William Trevor			
74	by Alistair Elliot			
74	by John Passmore			
74	by Geoffrey Grigson			
74	by Natalie Herzen			
74	by Max Beloff			
74	by D.J. Enright			
74	by Peter Porter			
74	by Peter Reading			
74	by R.C. Zaehner			
74	by George Camacho			
74	by Herbert Butterfield			
74	by Peter Schmid			
74	by Bernard Bergonzi			
74	by Anthony Thwaite			
74	by Kenneth R. Minogue			
74	by Douglas Dunn			
74	by Gerald Holton			
74	by Peter Redgrove			
74	by Laurence Lerner			
74	by David Day			
74	by E.J. Mishan			
74	R.			
74	by Joseph Epstein			
74	by Edmond Leo Wright			
74	by Rodney Pybus			
74	by Peter Scupham			
74	by Julius Gould			
74	by Douglas Dunn			
74	by Gerhard Prause			
74	by Peter Redgrove			
74	by Alexander Walker			
74	by Peter Schmid			
74	by Peter Porter			
74	by Elie Kedourie			
74	by William M. Lamont			
74	by Kenneth Hudson			
74	by John Bossy			
74	by E.P. Hennock			
74	by Glyn Hughes			
74	by Max Beloff			
74	by John Matthias			
74	by Paul L. Montgomery			
74	by Renzo Rosso			
74	by Andrew Waterman			
74	by Sigmund Freud	 C.G. Jung		
74	by John Wain			
74	R.			
74	by Peter Scupham			
74	by Peter Reading			
74	by James Chace			
74	by Peter Schmid			
74	by Vladimir Maximov			
74	by Golo Mann			
74	by Clive James			
74	by P.N. Furbank			
74	by Richard Lowenthal			
74	by Alexander Dallin			
74	by Duncan Wilson			
74	by Geoffrey Grigson			
74	by Desmond Stewart			
74	by Nadine Gordimer			
74	by Fleur Adcock			
74	by Leszek Kolakowski			
74	by David Rokeah			
74	by Jan Morris			
74	R.			
74	by R.S. Thomas			
74	by Gavin Ewart			
74	by Anthony Thwaite			
74	by Dannie Abse			
74	by Kenneth Minogue			
74	by Marcus Cunliffe			
74	by Gillian Tindall			
74	by Maurice Cranston			
74	by Peter Conrad			
74	by Alan Brownjohn			
74	by Laurence Lerner			
74	by Philip Brockbank			
74	by Eric Homberger			
74	by Jonathan Raban			
74	by George MacBeth			
74	by Gunter Grass			
74	by George Mikes			
74	by Tadeusz Rozewicz			
74	by Peter Redgrove	 Peter Porter		
74	by Ferdinand Mount			
74	by John Izbicki			
74	by R. Prawer Jhabvala			
74	by Kathleen Spivak			
74	by Charles Frankel			
74	by T.F. Griffin			
74	by Richard Hough			
74	by Francois Bondy			
74	by Roger Garfitt			
74	by John R. Silber			
74	by Florence Elon			
74	by John Mole			
74	by George MacBeth			
74	by Jenny Joseph			
74	by John Passmore			
74	by John P. Mackintosh			
74	by Hans J. Morgenthau			
74	by Jon Stallworthy			
74	by Peter Porter			
74	by Douglas Dunn			
74	by Hugh Cudlipp			
74	by Paul Johnson			
74	by Maurice Edelman			
74	by John Vaizey	 Nigel Lawson		
74	by R.S. Thomas			
74	by Alexander Theroux			
74	by John Mole			
74	by Jonathan Power			
74	by Constantine FitzGibbon			
74	by Robert Graves			
74	by Anthony Thwaite			
74	by Robert Nisbet			
74	by John Matthias			
74	by Max Beloff			
74	by John Weightman			
74	by Friedhelm Kemna			
74	by Golo Mann			
74	by P.N. Furbank			
74	by Laurence Lerner			
74	by Roy Fuller			
74	by Janet Adam Smith			
74	by Douglas Dunn			
74	by David Rokeah	 David Day		
74	by E.J. Mishan			
74	by Peter Porter			
74	by Isaac Bashevis Singer			
74	by Edward Lowbury			
74	by Henry Fairlie			
74	by D.J. Enright			
74	by Douglas Dunn			
74	by Mark Abrams			
74	by Susan Schaeffer			
74	R.			
74	by John Matthias			
74	by Anthony Quinton			
74	by Andrew Waterman			
74	by Lawrence Durrell			
74	by Ian M. Ball			
74	by Frank Ormsby			
74	by John Weightman			
74	by Alan Ryan			
74	by T.R. Fyvel			
74	by Kenneth R. Minogue			
74	by Lucy Mair			
74	by Jeremy Joseph			
74	by Christiane Sourvinou-Inwood			
74	by Shiva Naipaul			
74	by Bruno Bettelheim			
74	by John Matthias			
74	by J.R. Ackerley	 John Maynard Keynes		
74	by J.M. Keynes			
74	R.			
74	by John Fuller			
74	by Shirley Robin Letwin			
74	by Christopher Levenson			
74	by Alan Brownjohn			
74	by Florence Elon			
74	by John Weightman			
74	by Stefan Kanfer			
74	by Francois Bondy			
74	by Georg Wolff			
74	by Hans J. Morgenthau			
74	by Friedrich Engels			
74	by Donald Watt			
74	by Edward Lucie-Smith			
74	by John Fuller			
74	by Tao Tao Sanders			
74	by Jonathan Raban			
74	by A.L. Rowse			
74	by D.J. Enright			
74	by William Wiser			
74	by Amos Elon	 Sana Hassan		
74	by John Fuller			
74	by Norman Cohn			
74	R.			
74	by Stanley Rothman	 Phillip Isenberg		
74	by Melvin Maddocks			
74	by Alan Brownjohn			
74	by Seamus Heaney			
74	by John Weightman			
74	by Lorna Sage			
74	by Douglas Dunn			
74	by Geoffrey Strickland			
74	by Sidney Hook			
74	by Susan Schaeffer			
75	by William Trevor			
75	by John Cotton			
75	by Norman Cohn			
75	by John Fuller			
75	by Jan Morris			
75	by William Dunlop			
75	R.			
75	by Peter Porter			
75	by Peter Scupham			
75	by Anthony Hartley			
75	by John Weightman			
75	by Harry G. Johnson			
75	by George Steiner			
75	by John Spurling			
75	by Benedict Nightingale			
75	by Alan Brownjohn			
75	by Isabel Quigly			
75	by Jenny Joseph			
75	by Michael Vannoy Adams			
75	by Gillian Tindall			
75	by Nathan Glazer			
75	by Tom Mangold			
75	by John Mole			
75	by George Feaver			
75	by Patrick Hare			
75	by Peter Porter			
75	by Gavin Ewart			
75	R.			
75	by Seamus Deane			
75	by George Watson			
75	by Alistair Elliot			
75	by Max Egremont			
75	by Helen von Ssachno			
75	by Thomas Mann			
75	by Douglas Dunn			
75	by Bernard Bergonzi			
75	by Anthony Thwaite			
75	by Laurence Lerner			
75	by Jonathan Raban			
75	by Frank Ormsby			
75	by F.H. Keenlyside	 Mark Abrams		
75	by Peter Bichsel			
75	by Jorg Steiner			
75	by Mark Abrams			
75	by George Feaver			
75	by Gerda Mayer			
75	by A.L. Rowse			
75	by Frank Gibney			
75	by Alistair Elliot			
75	by Robert Conquest			
75	by John Weightman			
75	by Max Beloff			
75	by Edward Lowbury			
75	by Werner Heisenberg			
75	by Gillian Tindall			
75	by Sidney Hook			
75	by Janis Sapiets			
75	by Philip Larkin			
75	by Constantine FitzGibbon			
75	by Douglas Dunn			
75	by Cyril Connolly			
75	by David Rokeah			
75	by Paul Theroux			
75	by Alistair Elliot			
75	by Michael Wharton			
75	by Douglas Dunn			
75	by Frances Yates			
75	by Tim Congdon			
75	by George Feaver			
75	by Elma Mitchell			
75	R.			
75	by John Weightman			
75	by Gerda Mayer			
75	by Hans Heigert	 Theo Sommer		
75	by George Steiner			
75	by Edward Lucie-Smith			
75	by Robert Melville			
75	by Alec Clifton-Taylor			
75	by Geoffrey Grigson			
75	by David S. Anin			
75	by D.M. Thomas			
75	by Francois Bondy			
75	by Margaret Bhatty			
75	by John Fuller			
75	by L.P. Elwell-Sutton			
75	by D.J. Enright			
75	by Michael Wharton			
75	by George Feaver			
75	by Frank Ormsby			
75	R.			
75	by Edwin Brock			
75	by John Weightman			
75	by Hugh Lloyd-Jones			
75	by John Spurling			
75	by Anthony Thwaite			
75	by Alastair Buchan			
75	by Douglas Dunn			
75	by Peter Quennell			
75	by John Lehmann			
75	by J.W. Lambert			
75	by Francois Bondy			
75	by Bessie Head			
75	by Melvin J. Lasky			
75	by Dan Davin			
75	R.			
75	by John Weightman			
75	by Gerda Mayer			
75	by James Maloney			
75	by Peter Reading			
75	by Jan Morris			
75	by Shirley Bridges			
75	by Robert Conquest			
75	by Samuel Brittan			
75	by Hugh Lloyd-Jones			
75	by Vernon Bogdanor			
75	by Jonathan Raban			
75	by Douglas Dunn			
75	by Leszek Kolakowski			
75	by Nadine Gordimer			
75	by Jenny Joseph			
75	by Alasdair MacIntyre			
75	by W.H. Chaloner	 W.O. Henderson		
75	by John Weightman			
75	by Geoffrey Holloway			
75	by H.J. Eysenck			
75	by Frank Ormsby			
75	by Peter Redgrove			
75	by Alistair Elliot			
75	by Kenneth Minogue			
75	by Malcolm Bradbury			
75	by Bernard Bergonzi			
75	by Laurence Lerner			
75	by P.N. Furbank			
75	by John Fuller			
75	by Peter Porter			
75	by Don Cook			
75	by Robert Cassen			
75	by P.T. Bauer			
75	by Neil Powell			
75	by M.J.L.:Melvin J. Lasky			
75	by Ian McEwan			
75	by Philippe Aries			
75	by Douglas Johnson:Douglas W.J. Johnson			
75	R.			
75	by Elie Kedourie			
75	by Anne Stevenson			
75	by Clive James			
75	by J.P. Stern			
75	by D.M. Thomas			
75	by John Wain			
75	by Maurice Cranston			
75	by Edward Lucie-Smith			
75	by Constantine FitzGibbon			
75	by Brian Glanville			
75	by H.U. Kempski			
75	by George Barker			
75	by Francois Bondy			
75	by William Trevor			
75	by Elma Mitchell			
75	by Vaclav Havel			
75	by R.S. Thomas			
75	R.			
75	by F.A. Hayek			
75	by Ted Hughes			
75	by Peter Porter			
75	by Martin Esslin			
75	by Edward Lowbury			
75	by Desmond Stewart			
75	by Max Beloff			
75	by Raymond Aron			
75	by Arnold Goldman			
75	by J.I.M. Stewart			
75	by H.J. Eysenck			
75	by Clive Jordan			
75	by Douglas Dunn			
75	by John Mole			
75	by Joachim Fest			
75	by Peter Redgrave			
75	by Peter Simple			
75	by Lord Shawcross			
75	by V.S. Pritchett			
75	by George Watson			
75	by George Feaver			
75	R.			
75	by Lewis S. Feuer			
75	by Gavin Ewart			
75	by Michael Longley			
75	by John Weightman			
75	by Stephen Miller			
75	by Ernest Gellner			
75	by Julius Gould			
75	by R.A.B. Leaper			
75	by Bryan Wilson			
75	by David Martin			
75	by Andrew Shonfield			
75	by Adolf Muschg			
75	by Frank Ormsby			
75	by Jonathan Power			
75	by Dannie Abse			
75	by Jan Morris			
75	R.			
75	by John Weightman			
75	by Roy Fuller			
75	by Peter Porter			
75	by John Press			
75	by Ferdinand Mount			
75	by Michael Loewe			
75	by Malcolm Bradbury			
75	by Clive James			
75	by Douglas Dunn			
75	by Nicholas Bethell			
75	by John McGahern			
75	by Gerda Mayer			
75	by Minoo Masani			
75	by Wolf Donner			
75	by Geoffrey Grigson			
75	by Andrew Waterman			
75	by Gavin Ewart			
75	by Colin Clark			
75	by John Weightman			
75	by Stephen Miller			
75	by Robin Fulton			
75	by Francois Bondy			
75	by Robert Gittings			
75	by Roy Fuller			
75	by Anthony Thwaite			
75	by John Spurling			
75	by F.R. Allemann			
75	by Christopher Wiseman			
75	by D.J. Enright			
76	by Miroslav Holub			
76	by Henry Fairlie			
76	by Gavin Ewart			
76	by Peregrine Worsthorne			
76	R.			
76	by Peter Reading			
76	by Robert Vas Dias	 Tom Paulin		
76	by Edwin Brock	 Robert Gittings		
76	by John Weightman			
76	by George Steiner			
76	by Douglas Johnson:Douglas W.J. Johnson			
76	by David M. Wilson			
76	by John Bossy			
76	by H.C. Allen			
76	by Vincent Megaw			
76	by Sidney Hook			
76	by Robert Conquest			
76	by Minoo Masani			
76	by D.J. Enright			
76	by Ruth Prawer Jhabvala			
76	by Peter Porter			
76	by Michael Wharton			
76	by John Bosworth			
76	by Laurence Lerner			
76	by Robert Strausz-Hupe			
76	by Kit Wright			
76	by Geoffrey Grigson			
76	R.			
76	by Rupert Wilkinson			
76	by Martin Esslin			
76	by John Vaizey			
76	by David Pryce-Jones			
76	by Peter Redgrove			
76	by Alan Brownjohn			
76	by James Price			
76	by Jonathan Raban			
76	by Douglas Dunn			
76	by Hyam Maccoby			
76	by T.F. Griffin			
76	by D.J. Enright			
76	by Malcolm Bradbury			
76	by Peter Reading			
76	by Eric Ashby			
76	by D.M. Thomas			
76	by Kenneth Hudson			
76	by George MacBeth			
76	by Roy Fuller			
76	by Claire Glasman			
76	by Robert Strausz-Hupe			
76	R.			
76	by William Letwin			
76	by Douglas Dunn			
76	by Maurice Cranston			
76	by Francois Bondy			
76	by Stephen Miller			
76	by Frank Ormsby			
76	by J.M. Cocking			
76	by Donald G. MacRae			
76	by E.P. Hennock			
76	by Max Beloff			
76	by Robin Fulton			
76	by Peter Laslett			
76	by Golo Mann			
76	by Robert Skidelsky			
76	by Peter Scupham			
76	by A.S. Byatt			
76	by George Szirtes			
76	by Roy Fuller			
76	by Samuel Brittan			
76	by Thomas Mann	 James Webb Jr.		
76	R.			
76	by Peter Porter			
76	by Paul Hyland			
76	by J.G. Weightman			
76	by Ernest Gellner			
76	by Joan Downar			
76	by Herb Greer			
76	by Aubrey Jones			
76	by Rudolf Klein			
76	by Francois Bondy			
76	by Maurice Cranston			
76	by Liam Hudson			
76	by G.J. Warnock			
76	by Alan Ryan			
76	by Penelope Shuttle			
76	by Dinah Brooke			
76	by Michael Shanks			
76	by Frank Ormsby			
76	by Peter Schwiefert			
76	by I.P. Taylor			
76	by Laurence Lerner			
76	by Ezra Pound			
76	R.			
76	by T.F. Griffin			
76	by John Weightman			
76	by Gavin Ewart			
76	by Edward Lucie-Smith			
76	by Richard Lowenthal			
76	by Jan Morris			
76	by John Mackintosh			
76	by Peter Porter			
76	by Max Beloff			
76	by Henry Miller			
76	by James Price			
76	by Douglas Dunn			
76	by J.L. Talmon			
76	by Peter Reading			
76	by M.J.L.:Melvin J. Lasky			
76	by Eldridge Cleaver			
76	by Malcolm Bradbury			
76	by Paul Groves			
76	by David Holden			
76	by Stewart Conn			
76	by John Wain			
76	by Alistair Elliot			
76	by Peter Schwiefert			
76	by Peter Porter			
76	by R.V. Bailey			
76	by John Mole			
76	by John Weightman			
76	by Alan Brownjohn			
76	by Francois Bondy			
76	by Freda Downie			
76	by R.W. Burchfield			
76	by Anthony Thwaite			
76	by Geoffrey Bownas			
76	by Hyam Maccoby			
76	by Arnold Hottinger			
76	by Carol Rumens			
76	by Julius Telesin			
76	by T.G. Rosenthal			
76	by Anthony Bloomfield			
76	by E.J. Mishan			
76	by Anthony Rhodes			
76	by Elma Mitchell			
76	R.			
76	by R.B. Rose			
76	by John Weightman			
76	by Daud Kamal	 Maki Kureishi		
76	by Kaleem Omar	 Taufiq Rafat		
76	by Roger Sandall			
76	by Robert Gittings			
76	by Bernard Bergonzi			
76	by Laurence Lerner			
76	by Ronald Hayman			
76	by Naomi Lewis			
76	by Gunter Grass			
76	Igor Shafaverich			
76	Yuli Daniel			
76	Mstislav Rostropovich			
76	by Derwent May			
76	by Domenico Bartoli			
76	by Jenny King			
76	by Kenneth Minogue			
76	by Peter Redgrove			
76	by Max Hayward			
76	by Laurence Lerner			
76	by R.S. Thomas			
76	by Michael Howard			
76	by Andrew Shonfield			
76	by Francois Bondy			
76	by Peter Porter			
76	by David Fallows			
76	by Wilfrid Mellers			
76	by Douglas Dunn			
76	by Hans Heigert			
76	by Bernard Levin			
76	by Harry G. Johnson			
76	by Francis King			
76	by Geoffrey Grigson			
76	by George Urban	 George Kennan:George F. Kennan		
76	by Michael Wharton			
76	R.			
76	by John Fuller			
76	by David Moller			
76	by Francois Bondy			
76	by Anthony Thwaite			
76	by David Lodge			
76	by James Price			
76	by Frank Ormsby			
76	by Jacques Barzun			
76	by Robert C. Toth			
76	by Martin Amis			
76	by John Loveday			
76	by James P. O'Donnell			
76	by Christopher Levenson			
76	by Ferdinand Mount			
76	by Patricia Beer			
76	by Joan Evans			
76	by Taufiq Rafat			
76	R.			
76	by Edward Lowbury			
76	by D.J. Enright			
76	by Olaf Ihlau			
76	by Milovan Djilas			
76	by Peter Schmid			
76	by Raymond Aron			
76	by David Martin			
76	by Julius Gould			
76	by Donald G. MacRae			
76	by D.D. Raphael			
76	by Francois Bondy			
76	by Rosemary Cox			
76	by Milton Friedman			
76	by George Watson			
76	by Edwin Brock			
76	by Hugh Seton-Watson			
76	R.			
76	by Raymond Aron			
76	by Kaleem Omar			
76	by Gavin Ewart			
76	by Francois Bondy			
76	by Jan Morris			
76	by T.F. Griffin			
76	by C.V. Wedgwood			
76	by George Ewart Evans			
76	by Douglas Dunn			
76	by Nirad C. Chaudhuri			
76	by Martin Elliott			
76	by Freda Downie			
76	by Robert Nisbet			
76	by Betty Parvin			
76	R.			
76	by George Watson			
76	by Tom Paulin			
76	by H.C. Allen			
76	by Frank Ormsby	 Anthony Thwaite		
76	by John Mole	 Anne Stevenson		
76	by Francois Bondy			
76	by Andrew Boyd			
76	by A.D. Harvey			
76	by Peter Porter			
76	by Malcolm Bradbury			
76	by Bernard Bergonzi			
76	by Ronald Hayman			
76	by Chalmers Johnson			
76	by Alun Chalfont			
76	by Stephen Haseler			
77	by Gillian Tindall			
77	by Tom Paulin			
77	by Andrew Shonfield			
77	by John Loveday			
77	by H.J. Eysenck			
77	by Michael Longley			
77	R.			
77	by Herbert Lomas			
77	by Peter Redgrove			
77	by Renee Winegarten			
77	by Max Beloff			
77	by Eugene Ionesco			
77	by John Mackintosh			
77	by Sidney Hook			
77	by Anthony Hartley			
77	by Lucy Mair			
77	by Ferdinand Mount			
77	by Donald Watt			
77	by Marcel Reich-Ranicki			
77	John Wain			
77	Peter Jenkins			
77	Auberon Waugh			
77	Daniel Bell			
77	Luigi Barzini			
77	Max Beloff			
77	Mark Abrams			
77	D.J. Enright			
77	Peter Jay			
77	Donald G. MacRae			
77	Hugh Thomas			
77	by Laurence Lerner			
77	by Edwin Brock			
77	R.			
77	by J.P. Stern			
77	by Zbigniew Herbert			
77	by John R. Silber			
77	by R.S. Thomas			
77	by Fleur Adcock			
77	by Francois Bondy			
77	by Desmond Hawkins			
77	by Malcolm Bradbury			
77	by Alexander Walker			
77	by Benedict Nightingale			
77	by Arnold Hottinger			
77	by William F. Buckley Jr.			
77	by Sidney Hook			
77	by Nadine Gordimer			
77	by Jonathan Power			
77	by Gavin Ewart			
77	by John Wain			
77	R.			
77	by Melvin J. Lasky			
77	by Peter Scupham			
77	by Ferdinand Mount			
77	by Luigi Barzini			
77	by Stuart Maclure			
77	by William Peskett			
77	by Francois Bondy			
77	by Anthony Thwaite			
77	by Philip Hobsbaum			
77	by Alan Brownjohn			
77	by Pamela Lewis			
77	by John Cohen			
77	by Michael Longley			
77	by Philip Purser			
77	by Adrian Husain			
77	by John Grigg			
77	by Christopher Wiseman			
77	by Richard Lowenthal			
77	by Patricia Beer			
77	by Angus Wilson			
77	by Michael Longley			
77	by Zbigniew Herbert			
77	by Francois Bondy			
77	by Donald G. MacRae			
77	by Alan Colquhoun			
77	by Michael Podro			
77	by Bevis Hillier			
77	by Stephen Gardiner			
77	by Edward Lucie-Smith			
77	by Peter Jay			
77	by P.H. Newby			
77	by Laurence Lerner			
77	by Luigi Barzini			
77	by Samuel Sandmel			
77	by Trude Weiss-Rosmarin			
77	by Joel Carmichael			
77	by Rosemary Radford Ruether			
77	by Hyam Maccoby			
77	by Madge Hales			
77	by William Nicholson			
77	by George Urban			
77	by Enzo Bettiza			
77	by Daniel Jones			
77	by Geoffrey Holloway			
77	by Max Beloff			
77	by Anne Stevenson			
77	by Jon Stallworthy			
77	by Wilfried Wiegand			
77	by Elma Mitchell			
77	by Francois Bondy			
77	by R.W. Burchfield			
77	by Robert Silver			
77	by Harry Hamm			
77	by Malcolm Bradbury			
77	by Guido Almansi			
77	by D.J. Enright			
77	by Helen von Ssachno			
77	by Nicholas Bethell			
77	by Francis King			
77	by Jenny Joseph			
77	by Daniel Bell			
77	by R.S. Thomas			
77	by Abraham Brumberg	 Andrei Amalrik		
77	by Art Buchwald			
77	by Peter Reading			
77	R.			
77	by Kaleem Omar			
77	by Helmut Gumnior			
77	by Stanislaw Andreski			
77	by Ferdinand Mount			
77	by Douglas Dunn			
77	by Gillian Tindall			
77	by Colin Clark			
77	by Patrick Hare			
77	by Jan Patocka			
77	by Coralie Lucas			
77	by Richard Lowenthal			
77	by Seamus Heaney			
77	R.			
77	by B.H. Haggin			
77	by David Rokeah			
77	by Hyam Maccoby			
77	by Derwent May			
77	by Laurence Lerner			
77	by J.I.M. Stewart			
77	by Rosemary Jackson			
77	by Ronald Hayman			
77	by Alan Brownjohn			
77	by Geoffrey Strickland			
77	by V.S. Pritchett			
77	by Peter Redgrove			
77	by Leszek Kolakowski			
77	by Bernard Levin			
77	by Friedrich A. Hayek			
77	by Walter Laqueur			
77	by Paul Groves			
77	by Jenny Joseph			
77	by Heart			
77	by Michael Holroyd			
77	by Laurence Lerner			
77	by Anthony Thwaite			
77	by Douglas Dunn			
77	by William Treharne Jones			
77	by Kenneth Minogue			
77	by Elma Mitchell			
77	by F.S. Manor			
77	by John Dewey			
77	Michael Young			
77	John Vaizey			
77	Daniel Bell			
77	by R.S. Thomas			
77	by Italo Calvino			
77	by William Peskett			
77	by Raymond Aron			
77	by Ted Hughes			
77	R.			
77	by Roy Fuller			
77	by Peter de Mendelssohn			
77	by Leopold Labedz			
77	by Hilary Spurling			
77	by Christopher Booker			
77	by Jan Morris			
77	by Joan Downar			
77	by Minoo Masani			
77	by Peter Redgrove			
77	by Nora Beloff			
77	by Frank Ormsby			
77	by Monika von Zitzewitz			
77	by Laurence Urdang	 R.W. Burchfield		
77	by Nikolas Benckizer			
77	by Philip Purser			
77	by Edward Levy			
77	by Raymond Aron			
77	by Diana Hendry			
77	by Conor Cruise O'Brien			
77	by Roy Fuller			
77	R.			
77	by A.J.P. Taylor			
77	by Kevin Hart			
77	by R.S. Thomas	 Gavin Ewart		
77	by Hugh Thomas			
77	by Kurt Reumann			
77	by Hilary Spurling			
77	by Shirley Robin Letwin			
77	by Tom Paulin			
77	by Douglas Dunn			
77	by Gillian Tindall			
77	by John Rae#2			
77	by Edward Lowbury			
77	by Peregrine Worsthorne			
77	by John Mole			
77	by Alan Brownjohn			
77	by Seymour Martin Lipset	 William Schneider		
77	by Peter Porter			
77	by Melvin J. Lasky			
77	by Alistair Elliot			
77	by Correlli Barnett			
77	by John Boardman			
77	by Raymond Carr			
77	by Barry Cunliffe			
77	by John Bossy			
77	by Alistair Horne			
77	by Paul Groves			
77	by Edward Shils			
77	by Roy Shaw			
77	by William Trevor			
77	by Kenneth Minogue			
77	by Elie Kedourie			
77	by John P. Mackintosh			
77	by Martin Esslin			
77	by Claire Glasman			
77	by Ted Hughes			
77	by Neil Powell			
77	R.			
77	by Theodore Draper			
77	by Matthew Mitchell			
77	by Ferdinand Mount			
77	by Philip Hobsbaum			
77	by Tom Paulin			
77	by D.J. Enright			
77	by George Szirtes			
77	by Yehudi Menuhin			
77	by J.W. Lambert			
78	by Edward Candy			
78	by George Urban			
78	by S.V. Alexandrov			
78	by Enzo Bettiza			
78	R.			
78	by Jan Morris			
78	by Michael Vince			
78	by Carol Rumens			
78	by Keith Howden			
78	by H.J. Eysenck			
78	by Jennifer Rankin			
78	by John Bossy			
78	by Freda Downie			
78	by Robert Craft			
78	by Joachim Fest			
78	by Dieter Zimmer			
78	by John Mackintosh			
78	by John Fuller			
78	by Tom Paulin			
78	by Robert Gittings			
78	by Douglas Dunn			
78	by Robert L. Heilbroner			
78	by Andrew Shonfield			
78	by Blake Morrison			
78	by G.W. Goldberg			
78	by Geoffrey Grigson			
78	by Penelope Mortimer			
78	by D.M. Thomas			
78	by Roy Jenkins			
78	by Freda Downie			
78	by Tom Stoppard			
78	by Brian Lee			
78	by Frank Wood			
78	by Eugene Ionesco			
78	by Kevin Hart			
78	by Peter Redgrove			
78	by Francois Bondy			
78	by Hellmut Jaesrich			
78	by Milovan Djilas			
78	by Hugh Thomas			
78	by T.R. Fyvel			
78	by Anthony Thwaite			
78	by Peter Porter			
78	by Laurence Lerner			
78	by Barbara Beck			
78	by Michael Vince			
78	by Luigi Barzini			
78	by Maki Kureishi			
78	by A.G. Kageneck			
78	by Peter Porter			
78	by Sylvia Haim			
78	by Clive Sinclair			
78	by George F. Kennan			
78	by Frank Ormsby			
78	by F.A. Hayek			
78	by Blake Morrison			
78	by Tony Weston			
78	by R.S. Thomas			
78	R.			
78	by George Feaver			
78	by Peter Porter			
78	by Ferdinand Mount			
78	by Francois Fejto			
78	by Roy Harris			
78	by Ninian Smart			
78	by Neil Warren			
78	by Michael Dummett			
78	by Peter Redgrove			
78	by Antony Flew			
78	by Alain Besancon			
78	by Melvin J. Lasky			
78	by Naomi Shepherd			
78	by Martin Stokes			
78	by Robert Cecil#2			
78	by Richard Beeston			
78	by Richard Pipes			
78	by L.P. Wilkinson			
78	by Edward Lowbury			
78	R.			
78	by Edwin Brock			
78	by Clive James			
78	by Michael Josselson			
78	by Peter Porter			
78	by Douglass Cater			
78	by Andrew Motion			
78	by Denis Mack Smith			
78	by Olivier Todd			
78	by Guido Almansi			
78	by James Fenton			
78	by D.J. Enright			
78	by Jan Morris			
78	by Leopold Labedz			
78	by Ted Hughes			
78	by John Kenneth Galbraith	 Kenneth Minogue		
78	by P.J. Kavanagh			
78	by J.C.			
78	by Claire Villiers			
78	by Neil Powell			
78	by George Urban			
78	by L.P. Wilkinson			
78	by Edwin Brock			
78	R.			
78	by David Rokeah			
78	by John Weightman			
78	by Elie Kedourie			
78	by Martin Stokes			
78	by George Szirtes			
78	by Philip French			
78	by Ronald Hayman			
78	by Correlli Barnett			
78	by Kevin Crossley-Holland			
78	by Victor Nekrasov			
78	by Donald C. Watt			
78	by Peter Kane Dufault			
78	by Melvin J. Lasky			
78	by Dominic Cooper			
78	by Cal Clothier			
78	by Elias Canetti			
78	by Edwin Brock			
78	by James P. O'Donnell			
78	by Anne Born			
78	by Martin Stokes			
78	R.			
78	by Judy Adamson	 Philip Stratford		
78	by Jenny Joseph			
78	by Milovan Djilas			
78	by Max Beloff			
78	by Philip French	 Morris Dickstein		
78	by Tom Paulin			
78	by Geoffrey Grigson			
78	by Jan Morris			
78	by Madge Hales			
78	by Robert S. Wistrich			
78	by Sidney Hook			
78	by Michael Vince			
78	by Adrian Husain			
78	by Herb Greer			
78	by Richard Lowenthal			
78	by Tom Paulin			
78	by Eric Roll			
78	by John Holloway			
78	by George F. Kennan			
78	by Martin Esslin			
78	by Reiner Kunze			
78	by D.J. Enright			
78	R.			
78	by Lionel Abel			
78	by Hilary Spurling			
78	by David Lodge			
78	by Bernard Bergonzi			
78	by Rosemary Jackson			
78	by Anthony Thwaite			
78	by Nico Huebner			
78	by Philip Howard			
78	by Kenneth Hudson			
78	by Vilas Sarang			
78	by Golo Mann			
78	by Frank Ormsby			
